Date,In,Out,Station,Seq,Route,InVerifyDate,OutVerifyDate
2008/01/01,920105,948873,中山站,6,松山新店線,97年1月,
2008/02/01,834774,860279,中山站,6,松山新店線,97年2月,
2008/03/01,916809,943970,中山站,6,松山新店線,97年3月,
2008/04/01,883206,914708,中山站,6,松山新店線,97年4月,
2008/05/01,952540,988519,中山站,6,松山新店線,97年5月,
2008/06/01,878902,910147,中山站,6,松山新店線,97年6月,
2008/07/01,918387,954474,中山站,6,松山新店線,97年7月,
2008/08/01,946034,981496,中山站,6,松山新店線,97年8月,
2008/09/01,833857,865794,中山站,6,松山新店線,97年9月,
2008/10/01,1045391,1090709,中山站,6,松山新店線,97年10月,
2008/11/01,847104,882220,中山站,6,松山新店線,97年11月,
2008/12/01,934426,973668,中山站,6,松山新店線,97年12月,
2009/01/01,850650,885929,中山站,6,松山新店線,98年1月,
2009/02/01,851893,887823,中山站,6,松山新店線,98年2月,
2009/03/01,905892,944075,中山站,6,松山新店線,98年3月,
2009/04/01,879764,918362,中山站,6,松山新店線,98年4月,
2009/05/01,867542,908721,中山站,6,松山新店線,98年5月,
2009/06/01,865025,901609,中山站,6,松山新店線,98年6月,
2009/07/01,940564,976471,中山站,6,松山新店線,98年7月,
2009/08/01,890714,921539,中山站,6,松山新店線,98年8月,
2009/09/01,879579,911910,中山站,6,松山新店線,98年9月,
2009/10/01,1017214,1059238,中山站,6,松山新店線,98年10月,
2009/11/01,844784,881141,中山站,6,松山新店線,98年11月,
2009/12/01,928553,962744,中山站,6,松山新店線,98年12月,
2010/01/01,904426,943304,中山站,6,松山新店線,99年1月,
2010/02/01,774260,806672,中山站,6,松山新店線,99年2月,
2010/03/01,914842,952620,中山站,6,松山新店線,99年3月,
2010/04/01,873771,913711,中山站,6,松山新店線,99年4月,
2010/05/01,909975,954706,中山站,6,松山新店線,99年5月,
2010/06/01,860775,895573,中山站,6,松山新店線,99年6月,
2010/07/01,943022,982250,中山站,6,松山新店線,99年7月,
2010/08/01,932932,975440,中山站,6,松山新店線,99年8月,
2010/09/01,866601,908819,中山站,6,松山新店線,99年9月,
2010/10/01,1031739,1084350,中山站,6,松山新店線,99年10月,
2010/11/01,877763,911009,中山站,6,松山新店線,99年11月,
2010/12/01,941067,975084,中山站,6,松山新店線,99年12月,
2011/01/01,950982,992437,中山站,6,松山新店線,100年1月,
2011/02/01,816753,847343,中山站,6,松山新店線,100年2月,
2011/03/01,938538,972860,中山站,6,松山新店線,100年3月,
2011/04/01,905672,942576,中山站,6,松山新店線,100年4月,
2011/05/01,910638,943504,中山站,6,松山新店線,100年5月,
2011/06/01,872640,900281,中山站,6,松山新店線,100年6月,
2011/07/01,956847,993006,中山站,6,松山新店線,100年7月,
2011/08/01,964332,998679,中山站,6,松山新店線,100年8月,
2011/09/01,911967,949187,中山站,6,松山新店線,100年9月,
2011/10/01,1016954,1060941,中山站,6,松山新店線,100年10月,
2011/11/01,881512,917813,中山站,6,松山新店線,100年11月,
2011/12/01,959706,997341,中山站,6,松山新店線,100年12月,
2012/01/01,890236,921704,中山站,6,松山新店線,101年1月,
2012/02/01,929525,964078,中山站,6,松山新店線,101年2月,
2012/03/01,969151,1007626,中山站,6,松山新店線,101年3月,
2012/04/01,916527,951559,中山站,6,松山新店線,101年4月,
2012/05/01,952149,989737,中山站,6,松山新店線,101年5月,
